date,count
2018-01-11,1
2017-12-07,1
2017-11-14,1
2018-04-08,1
2017-04-24,1
2017-04-04,1
2018-04-23,1
2017-06-05,1
2017-11-13,1
2018-07-18,1
2018-07-17,1
2018-03-16,1
2018-01-09,1
2017-12-01,1
2017-07-02,1
